sample_id,theta_ej_0,nu_theta_ej_M,nu_theta_ej_z,mu_beta
172,4.5669684410095215,-0.2577560245990753,0.7735036015510559,0.8932511806488037
173,2.7209763526916504,-0.16371506452560425,-2.9450535774230957,1.163072943687439
174,2.5122110843658447,-0.189464271068573,0.8572794198989868,0.7037274241447449
175,4.744079113006592,-0.1441161185503006,0.8349859714508057,1.3282082080841064
176,3.4801902770996094,-0.13393589854240417,-0.41579917073249817,1.0535717010498047
177,4.572212219238281,-0.1455451250076294,-0.17146186530590057,0.3072323501110077
178,1.6125138998031616,-0.03780226409435272,-0.7309631109237671,0.6552853584289551
179,4.626768112182617,-0.10287491977214813,-2.111131191253662,1.058686375617981
180,3.455256223678589,-0.18138019740581512,-0.71986985206604,0.9763739109039307
181,1.8387236595153809,-0.1620415449142456,1.011110782623291,1.2918550968170166
182,2.7157695293426514,-0.06016405671834946,-2.106045722961426,0.4707847535610199
183,4.744079113006592,-0.1441161185503006,0.8349859714508057,1.3282082080841064
184,2.6104698181152344,-0.18692733347415924,-1.355879783630371,1.0892869234085083
185,2.369098424911499,-0.13606788218021393,-0.15254729986190796,1.303840160369873
186,1.9327765703201294,-0.16828542947769165,1.032609224319458,0.9926395416259766
187,3.6203157901763916,-0.0827866643667221,0.6733963489532471,0.8821675777435303
188,1.9327765703201294,-0.16828542947769165,1.032609224319458,0.9926395416259766
189,1.6888668537139893,-0.2378573715686798,-2.0448992252349854,0.8667337894439697
190,1.934818983078003,-0.08339902758598328,-1.8529834747314453,1.011127233505249
191,3.7168073654174805,-0.12245894968509674,-2.398005962371826,0.7685632705688477
192,2.6341922283172607,-0.27272695302963257,-1.789925217628479,0.3727223873138428
193,3.370866298675537,-0.22231793403625488,-2.670170307159424,0.750339686870575
194,2.629434823989868,-0.04480446130037308,-2.716341018676758,1.1542645692825317
195,4.1174421310424805,-0.11940744519233704,0.45238590240478516,0.3301825225353241
196,4.839369773864746,-0.1585593968629837,1.5494531393051147,0.3269377052783966
197,1.0775034427642822,-0.1998930275440216,0.4516022205352783,1.0001007318496704
198,3.659313678741455,-0.229196235537529,-1.700994610786438,0.8345803022384644
199,1.8154644966125488,-0.1019105315208435,-0.44719600677490234,0.9348123073577881
200,4.488616943359375,-0.20189151167869568,-1.3194845914840698,0.8497129678726196
201,3.476339817047119,-0.15371644496917725,-1.0438377857208252,0.4623172879219055
202,3.4977288246154785,-0.17777958512306213,-1.9972994327545166,1.0406662225723267
203,5.324038982391357,-0.11695117503404617,-1.078210473060608,0.7551559805870056
204,3.5647969245910645,-0.19239541888237,1.414551019668579,0.4354017376899719
205,2.7949929237365723,-0.13059431314468384,2.2985804080963135,1.1005282402038574
206,3.5909554958343506,-0.11484645307064056,-0.037679657340049744,0.9677073955535889
207,3.153027057647705,-0.207917258143425,0.8189350366592407,0.8075948357582092
208,3.6394307613372803,-0.0625573992729187,2.0217065811157227,0.935696005821228
209,2.317448854446411,-0.06900272518396378,2.3372223377227783,0.7982224822044373
210,1.700128436088562,-0.09352849423885345,-1.7724037170410156,0.5777239203453064
211,1.2111320495605469,-0.29183417558670044,0.6468495726585388,0.7830154895782471
212,3.743832588195801,-0.1988077312707901,-1.822292685508728,0.4490954875946045
213,2.3846259117126465,-0.24778404831886292,0.016755949705839157,0.5917123556137085
214,2.717750072479248,-0.034839123487472534,-2.7520461082458496,1.330450415611267
215,3.740955352783203,-0.10423271358013153,-0.13030649721622467,0.7925230264663696
216,3.4801902770996094,-0.13393589854240417,-0.41579917073249817,1.0535717010498047
217,1.8391711711883545,-0.17868518829345703,0.21383042633533478,1.059003472328186
218,3.7775344848632812,-0.02937011420726776,0.3568060100078583,0.9586641192436218
